answer_set,grader,uuid,capsule,eval_mode,raw_verdict,harness_grade,harness_correct,prompt_tokens,completion_tokens
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-3-q5,bix-3,llm_verifier,correct,1,True,183,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-30-q1,bix-30,str_verifier,incorrect,0,False,172,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-30-q3,bix-30,str_verifier,refused,0,False,222,8
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-30-q6,bix-30,str_verifier,refused,0,False,176,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-31-q1,bix-31,str_verifier,refused,0,False,188,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-31-q2,bix-31,range_verifier,refused,0,False,239,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-31-q3,bix-31,str_verifier,refused,0,False,216,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-31-q4,bix-31,str_verifier,refused,0,False,218,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-32-q2,bix-32,str_verifier,refused,0,False,206,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-32-q4,bix-32,llm_verifier,incorrect,0,False,216,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-33-q1,bix-33,str_verifier,refused,0,False,182,7
claude-3-5-sonnet,gpt-4o-2024-11-20,Bix-33-q6,bix-33,str_verifier,refused,0,False,166,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-34-q1,bix-34,llm_verifier,incorrect,0,False,151,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-34-q2,bix-34,llm_verifier,refused,0,False,180,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-34-q3,bix-34,llm_verifier,refused,0,False,202,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-34-q4,bix-34,llm_verifier,incorrect,0,False,184,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-34-q5,bix-34,llm_verifier,incorrect,0,False,153,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-34-q6,bix-34,llm_verifier,incorrect,0,False,162,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-35-q1,bix-35,llm_verifier,refused,0,False,192,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-35-q2,bix-35,llm_verifier,refused,0,False,200,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-35-q3,bix-35,llm_verifier,incorrect,0,False,132,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-35-q4,bix-35,llm_verifier,refused,0,False,191,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-36-q1,bix-36,range_verifier,refused,0,False,250,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-36-q3,bix-36,range_verifier,refused,0,False,207,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-36-q4,bix-36,range_verifier,refused,0,False,221,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-37-q1,bix-37,llm_verifier,refused,0,False,155,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-37-q3,bix-37,str_verifier,refused,0,False,153,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-37-q4,bix-37,str_verifier,incorrect,0,False,134,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-38-q1,bix-38,llm_verifier,correct,1,True,153,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-38-q2,bix-38,llm_verifier,refused,0,False,195,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-38-q3,bix-38,llm_verifier,incorrect,0,False,165,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-38-q5,bix-38,llm_verifier,incorrect,0,False,171,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-38-q6,bix-38,llm_verifier,incorrect,0,False,165,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-4-q1,bix-4,llm_verifier,incorrect,0,False,163,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-4-q2,bix-4,llm_verifier,refused,0,False,182,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-4-q3,bix-4,llm_verifier,refused,0,False,167,8
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-4-q4,bix-4,llm_verifier,refused,0,False,156,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-4-q5,bix-4,llm_verifier,refused,0,False,159,8
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-4-q6,bix-4,llm_verifier,incorrect,0,False,131,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-4-q7,bix-4,llm_verifier,refused,0,False,144,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-41-q1,bix-41,str_verifier,refused,0,False,199,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-41-q3,bix-41,range_verifier,refused,0,False,201,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-42-q1,bix-42,str_verifier,refused,0,False,152,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-42-q2,bix-42,llm_verifier,correct,1,True,195,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-43-q1,bix-43,llm_verifier,incorrect,0,False,153,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-43-q2,bix-43,str_verifier,refused,0,False,232,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-43-q4,bix-43,str_verifier,incorrect,0,False,198,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-43-q5,bix-43,llm_verifier,refused,0,False,219,8
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-45-q1,bix-45,llm_verifier,refused,0,False,196,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-45-q2,bix-45,llm_verifier,refused,0,False,174,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-45-q5,bix-45,llm_verifier,refused,0,False,174,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-45-q6,bix-45,llm_verifier,incorrect,0,False,117,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-46-q1,bix-46,str_verifier,incorrect,0,False,137,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-46-q4,bix-46,str_verifier,incorrect,0,False,134,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-47-q2,bix-47,str_verifier,refused,0,False,148,7
claude-3-5-sonnet,gpt-4o-2024-11-20,Bix-47-q3,bix-47,str_verifier,refused,0,False,159,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-49-q1,bix-49,str_verifier,incorrect,0,False,159,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-49-q2,bix-49,str_verifier,refused,0,False,200,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-49-q3,bix-49,str_verifier,refused,0,False,215,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-49-q4,bix-49,str_verifier,refused,0,False,209,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-49-q5,bix-49,str_verifier,incorrect,0,False,153,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-5-q1,bix-5,llm_verifier,refused,0,False,179,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-5-q4,bix-5,llm_verifier,incorrect,0,False,153,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-51-q1,bix-51,range_verifier,refused,0,False,253,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-51-q5,bix-51,range_verifier,refused,0,False,240,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-51-q8,bix-51,range_verifier,refused,0,False,221,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-52-q1,bix-52,range_verifier,refused,0,False,243,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-52-q2,bix-52,range_verifier,refused,0,False,256,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-52-q3,bix-52,range_verifier,refused,0,False,275,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-52-q6,bix-52,llm_verifier,refused,0,False,183,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-53-q2,bix-53,llm_verifier,incorrect,0,False,353,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-53-q3,bix-53,str_verifier,refused,0,False,227,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-53-q4,bix-53,str_verifier,refused,0,False,276,8
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-53-q5,bix-53,str_verifier,incorrect,0,False,184,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-54-q1,bix-54,range_verifier,incorrect,0,False,188,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-54-q3,bix-54,range_verifier,refused,0,False,218,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-54-q4,bix-54,range_verifier,incorrect,0,False,221,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-54-q5,bix-54,range_verifier,incorrect,0,False,172,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-54-q6,bix-54,range_verifier,refused,0,False,250,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-54-q7,bix-54,range_verifier,incorrect,0,False,175,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-55-q1,bix-55,llm_verifier,incorrect,0,False,128,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-56-q1,bix-56,llm_verifier,refused,0,False,167,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-57-q1,bix-57,llm_verifier,refused,0,False,186,8
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-58-q1,bix-58,llm_verifier,incorrect,0,False,132,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-6-q1,bix-6,llm_verifier,refused,0,False,162,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-6-q4,bix-6,range_verifier,refused,0,False,206,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-6-q5,bix-6,str_verifier,refused,0,False,181,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-6-q7,bix-6,llm_verifier,incorrect,0,False,129,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-61-q1,bix-61,llm_verifier,refused,0,False,312,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-61-q3,bix-61,llm_verifier,refused,0,False,190,8
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-61-q4,bix-61,llm_verifier,refused,0,False,163,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-61-q5,bix-61,llm_verifier,incorrect,0,False,126,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-61-q6,bix-61,llm_verifier,incorrect,0,False,170,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-7-q1,bix-7,str_verifier,incorrect,0,False,165,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-7-q2,bix-7,range_verifier,refused,0,False,215,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-7-q3,bix-7,range_verifier,refused,0,False,196,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-8-q1,bix-8,str_verifier,refused,0,False,179,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-8-q2,bix-8,range_verifier,refused,0,False,247,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-8-q3,bix-8,str_verifier,refused,0,False,177,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-8-q5,bix-8,llm_verifier,incorrect,0,False,150,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-8-q6,bix-8,str_verifier,incorrect,0,False,170,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-8-q7,bix-8,str_verifier,incorrect,0,False,155,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-9-q3,bix-9,llm_verifier,incorrect,0,False,294,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-9-q4,bix-9,str_verifier,correct,1,True,159,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-9-q5,bix-9,llm_verifier,refused,0,False,186,7
gpt-4o,gpt-4o-2024-11-20,bix-9-q3,bix-9,llm_verifier,incorrect,0,False,267,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-10-q2,bix-10,range_verifier,refused,0,False,325,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-10-q3,bix-10,str_verifier,incorrect,0,False,178,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-10-q4,bix-10,range_verifier,refused,0,False,224,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-10-q5,bix-10,range_verifier,refused,0,False,225,8
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-13-q3,bix-13,str_verifier,refused,0,False,254,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-14-q2,bix-14,range_verifier,incorrect,0,False,237,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-16-q4,bix-16,range_verifier,refused,0,False,238,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-18-q1,bix-18,range_verifier,refused,0,False,215,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-18-q2,bix-18,str_verifier,incorrect,0,False,122,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-19-q3,bix-19,range_verifier,refused,0,False,215,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-2-q2,bix-2,range_verifier,refused,0,False,227,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-20-q1,bix-20,range_verifier,refused,0,False,317,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-20-q2,bix-20,range_verifier,refused,0,False,322,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-22-q4,bix-22,range_verifier,refused,0,False,234,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-22-q6,bix-22,range_verifier,refused,0,False,224,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-24-q6,bix-24,llm_verifier,refused,0,False,247,8
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-27-q4,bix-27,llm_verifier,refused,0,False,185,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-29-q3,bix-29,llm_verifier,incorrect,0,False,251,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-3-q1,bix-3,range_verifier,refused,0,False,332,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-3-q3,bix-3,range_verifier,refused,0,False,336,8
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-3-q4,bix-3,range_verifier,refused,0,False,295,8
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-30-q5,bix-30,str_verifier,refused,0,False,252,8
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-32-q3,bix-32,llm_verifier,refused,0,False,257,8
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-36-q5,bix-36,str_verifier,correct,1,True,183,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-37-q2,bix-37,str_verifier,refused,0,False,172,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-39-q2,bix-39,str_verifier,incorrect,0,False,182,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-41-q4,bix-41,str_verifier,refused,0,False,205,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-41-q5,bix-41,str_verifier,refused,0,False,205,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-43-q3,bix-43,str_verifier,refused,0,False,243,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-51-q2,bix-51,range_verifier,refused,0,False,255,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-51-q3,bix-51,range_verifier,refused,0,False,234,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-51-q4,bix-51,range_verifier,refused,0,False,237,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-51-q6,bix-51,range_verifier,refused,0,False,214,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-52-q5,bix-52,range_verifier,refused,0,False,231,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-52-q7,bix-52,str_verifier,refused,0,False,187,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-53-q6,bix-53,llm_verifier,incorrect,0,False,244,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-54-q2,bix-54,range_verifier,refused,0,False,237,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-6-q3,bix-6,str_verifier,refused,0,False,170,8
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-6-q6,bix-6,range_verifier,refused,0,False,220,7
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-60-q1,bix-60,llm_verifier,refused,0,False,261,8
claude-3-5-sonnet,gpt-4o-2024-11-20,bix-61-q2,bix-61,llm_verifier,refused,0,False,258,7
